wo_num,part_num,description,customer,qty_tbr,yield,mrb,scrap,due,process,timestamp
6890,F_B1316-05210.C000,"DOME, UPPER MACHINING",SKYLINE AEROSPACE SP. Z O.O.,72,95,0,0,70,"CLAMP, PRESSURE",2024-09-17 5:04
6891,F_01241871-001.05,"RING, LOCKING MECHANISM",NOVA AEROSPACE SYSTEMS,0,9,0,0,60,"COVER, MAIN ASSEMBLY",2024-09-17 5:04
6892,F_001-MDWG-000580.B,"TUBE, CHAMBER FLOW",VECTOR AEROSPACE LTD.,0,31,0,0,98,"CORE, STATOR",2024-09-17 5:04
6907,F_01241861-001.04,"WASHER, RETENTION PLATE",STARLINE AEROSPACE LLC,49,66,0,0,71,"BOLT, UPPER ARM",2024-09-17 5:04
6913,F_01241802-003.02,"SHAFT, GEAR DRIVE",COSMOS AERONAUTICS INC.,67,94,0,0,33,"GASKET, SEAL N.E.S.",2024-09-17 5:04
6914,F_51307-1.AA,"BEARING, PLATE MOUNT",SKYLINE AEROSPACE SP. Z O.O.,68,17,0,0,81,"FRAME, PRIMARY INSP UNIT",2024-09-17 5:04
6920,F_01140378-009.01,"SHAFT, ROTOR ASSEMBLY",NEXUS AIRCRAFT SYSTEMS,56,84,0,0,92,"CLIP, RETENTION",2024-09-17 5:04
6921,F_01140378-502.03_RWK,"PLUG, ROTOR SEAL",VENTURE AEROSPACE GMBH,0,65,0,0,20,"DISK, ROTATION",2024-09-17 5:04
6925,F_01340365-006.01,"BEARING, LOWER SPINDLE",SKYWORKS SOLUTIONS,20,77,0,0,68,"RING, FASTENER",2024-09-17 5:04
6926,F_1725576.A,"BRACKET, TORSION LINK",TERA TECHNOLOGIES LTD.,22,98,0,0,57,"BRACKET, SUPPORT",2024-09-17 5:04
6928,F_002-MDWG-000457.A,"NUT, BEARING SPACER",VECTOR AEROSPACE LTD.,36,52,0,0,36,"PIN, ALIGNMENT",2024-09-17 5:04
6931,F_01241825-004.03,"WASHER-SPLINED, ALIGNMENT",NOVA AEROSPACE SYSTEMS,58,22,0,0,17,"PLATE, MIDSECTION",2024-09-17 5:04
6936,F_01340375-008.01,"HOUSING, BEARING COVER",AURORA AIR SYSTEMS,0,49,0,0,2,TASKS,2024-09-17 5:04
6939,F_01140378-009.01,"WASHER, CONTROL FIXTURE",PHOENIX AVIATION CORP.,79,35,0,0,21,"GROMMET, BUFFER",2024-09-17 5:04
6940,F_01140365-020.01,"PLATE, ROTOR GUIDE",HORIZON ELECTRICAL SYSTEMS,69,92,0,0,85,"SEAL, CUSHION",2024-09-17 5:04
6945,F_01140368-017.06,"SPRING, ROTOR STABILIZER",STARLINE AEROSPACE LLC,92,56,0,0,90,"CLIP, FIXTURE",2024-09-17 5:04
6948,F_163U2006-1.AB,"BUSHING, LOWER MOUNT",ATLAS AIR COMPONENTS,15,55,0,0,72,"COVER, ASSEMBLY",2024-09-17 5:04
6949,D_01600009-011.01,"AXLE, MAIN DRIVE",NOVA AEROSPACE SYSTEMS,0,80,0,0,45,"GEAR, TRANSMISSION",2024-09-17 5:04
6950,D_01600009-070.01,"PIN, ROTATION",SKYWORKS SOLUTIONS,0,54,0,0,6,"MODULE, CONNECTION",2024-09-17 5:04
6957,F_002-MDWG-000845.A,"DISK, ROTOR",TERA TECHNOLOGIES LTD.,77,34,0,0,18,"STUD, ALIGNMENT",2024-09-17 5:04
6958,F_AEC757164D1M.A_RWK,"SLEEVE, MAIN SPINDLE",PHOENIX AVIATION CORP.,0,35,0,0,25,"CAP, LOCK",2024-09-17 5:04
6960,F_001-MDWG-000583.A,"BOLT, LOWER MOUNT",HORIZON ELECTRICAL SYSTEMS,0,11,0,0,42,"PIN, ANCHOR",2024-09-17 5:04
6965,F_01241815-003.02,"SEAL, BEARING N.D.E.",STARLINE AEROSPACE LLC,63,51,0,0,84,"SPACER, UPPER BRACE",2024-09-17 5:04
6975,F_218819.-,"FRAME, MAIN INSPECTION UNIT",VENTURE AEROSPACE GMBH,0,38,0,0,65,"ROD, GUIDE",2024-09-17 5:04
6976,F_829537.-,"CLIP, LOCK",SKYWORKS SOLUTIONS,61,92,0,0,88,"BEARING, SUPPORT",2024-09-17 5:04
6978,F_1004-26300-001.A,"WASHER-SPLINED, DRIVE LINK",ATLAS AIR COMPONENTS,0,82,0,0,33,"SCREW, LOCKING",2024-09-17 5:04
6984,F_B1316-06022.C000,"BRACKET, SUPPORT",TERA TECHNOLOGIES LTD.,96,24,0,0,25,"RIVET, MOUNTING",2024-09-17 5:04
6985,F_01140368-017.06,"ROD, ROTOR",NEXUS AIRCRAFT SYSTEMS,0,7,0,0,33,"PLUG, END CAP",2024-09-17 5:04
6988,F_EP4421-2064.A,"WASHER, FIXTURE",PHOENIX AVIATION CORP.,0,5,0,0,53,"BRACE, STABILIZER",2024-09-17 5:04
7004,F_829592-1.B_RWK,"PANEL, MIDSECTION",VECTOR AEROSPACE LTD.,20,68,0,0,70,"COUPLER, SHAFT",2024-09-17 5:04
7005,F_829592-1.B,OPERATIONS,COSMOS AERONAUTICS INC.,0,91,0,0,100,"WHEEL, TORSION",2024-09-17 5:04
7008,F_1725730.A,"GROMMET, BUFFER",SKYLINE AEROSPACE SP. Z O.O.,0,23,0,0,13,"CONNECTOR, MAIN ASSY",2024-09-17 5:04
7013,F_001-MDWG-000580.B,"RETAINER, WASHER",STARLINE AEROSPACE LLC,0,70,0,0,60,"CLAMP, RETENTION",2024-09-17 5:04
7017,F_H2164-156.E,"WASHER-SPLINED, DRIVE LINK",PHOENIX AVIATION CORP.,73,79,0,0,57,"LINK, CONTROL",2024-09-17 5:04
7019,F_1004-23700-001.B,"CAP, END STOP",HORIZON ELECTRICAL SYSTEMS,0,96,0,0,57,"FLANGE, SEALING",2024-09-17 5:04
7022,F_01241871-001.05,"PLUG, END CAP",AURORA AIR SYSTEMS,0,10,0,0,88,"BRACKET, MOUNT",2024-09-17 5:04
7024,D_01600009-011.01,"PIN, ROTOR SHAFT",COSMOS AERONAUTICS INC.,0,40,0,0,9,"GUIDE, SLIDE",2024-09-17 5:04
7025,F_01365720-003.03,"STUD, ROTOR ALIGNMENT",VECTOR AEROSPACE LTD.,45,69,0,0,94,"CLIP, HOLDING",2024-09-17 5:04
7045,D_B1316-05667.A000,"TENSION BUMPER, SIZE 14",AURORA AIR SYSTEMS,0,10,0,0,68,"BRUSH, CONTACT",2024-09-17 5:04
7046,D_B1316-05675.A000,"WASHER, SUPPORT",ATLAS AIR COMPONENTS,0,65,0,0,64,"TUBE, EXTENSION",2024-09-17 5:04
7047,F_01365720-003.03,"DOME, UPPER MACHINING",SKYLINE AEROSPACE SP. Z O.O.,20,37,0,0,62,"SHIELD, PROTECTIVE",2024-09-17 5:04
7052,F_B1316-05210.C000,"RING, LOCKING MECHANISM",NOVA AEROSPACE SYSTEMS,37,41,0,0,63,"BUSHING, INTERLOCK",2024-09-17 5:04
7065,F_982R067.L,"TUBE, CHAMBER FLOW",VECTOR AEROSPACE LTD.,0,18,0,0,18,"BOLT, TENSION",2024-09-17 5:04
7067,F_001-MDWG-000582.A,"WASHER, RETENTION PLATE",STARLINE AEROSPACE LLC,0,62,0,0,76,"BRACE, LOWER SUPPORT",2024-09-17 5:04
7071,F_01141825-502.02,"SHAFT, GEAR DRIVE",COSMOS AERONAUTICS INC.,19,77,0,0,51,"HOOK, FASTENER",2024-09-17 5:04
7075,F_01140368-017.06,"BEARING, PLATE MOUNT",SKYLINE AEROSPACE SP. Z O.O.,0,45,0,0,21,"PIN, RETENTION",2024-09-17 5:04
7076,F_829592-1.B,"SHAFT, ROTOR ASSEMBLY",NEXUS AIRCRAFT SYSTEMS,0,75,0,0,38,"PLATE, LOCKING",2024-09-17 5:04
7079,F_01140378-502.04,"PLUG, ROTOR SEAL",VENTURE AEROSPACE GMBH,54,10,0,0,92,"SCREW, TORSION",2024-09-17 5:04
7082,F_01241825-004.03,"BEARING, LOWER SPINDLE",SKYWORKS SOLUTIONS,0,80,0,0,93,"GASKET, FLUID SEAL",2024-09-17 5:04
7084,F_01340681-001.03,"BRACKET, TORSION LINK",TERA TECHNOLOGIES LTD.,0,1,0,0,75,"KNOB, ADJUSTMENT",2024-09-17 5:04
7085,F_1004-26300-001.B,"NUT, BEARING SPACER",VECTOR AEROSPACE LTD.,50,89,0,0,74,"SPRING, RETURN",2024-09-17 5:04
7088,F_01340368-043.01,"WASHER-SPLINED, ALIGNMENT",NOVA AEROSPACE SYSTEMS,52,97,0,0,85,"ROD, CONNECTOR",2024-09-17 5:04
7090,F_01365720-003.03,"HOUSING, BEARING COVER",AURORA AIR SYSTEMS,0,88,0,0,44,"PAD, CUSHION",2024-09-17 5:04
7094,F_001-MDWG-000579.C,"WASHER, CONTROL FIXTURE",PHOENIX AVIATION CORP.,85,62,0,0,37,"STUD, RETAINER",2024-09-17 5:04
7095,F_01141825-502.02_RWK,"PLATE, ROTOR GUIDE",HORIZON ELECTRICAL SYSTEMS,27,42,0,0,16,"FRAME, SECONDARY UNIT",2024-09-17 5:04
7096,F_01141825-502.02,"SPRING, ROTOR STABILIZER",STARLINE AEROSPACE LLC,0,91,0,0,95,"BLADE, ROTARY",2024-09-17 5:04
7097,F_01140378-502.03_RWK,"BUSHING, LOWER MOUNT",ATLAS AIR COMPONENTS,0,64,0,0,57,"CLAMP, ALIGNMENT",2024-09-17 5:04
7098,F_01140378-502.03,"AXLE, MAIN DRIVE",NOVA AEROSPACE SYSTEMS,44,100,0,0,49,"RING, SEAL",2024-09-17 5:04
7100,F_01141825-502.03,"PIN, ROTATION",SKYWORKS SOLUTIONS,0,14,0,0,77,"BEARING, ROTATION",2024-09-17 5:04
7102,F_01141825-502.03,"DISK, ROTOR",TERA TECHNOLOGIES LTD.,67,66,0,0,14,"PANEL, SUPPORT",2024-09-17 5:04
7103,F_01141825-502.03,"SLEEVE, MAIN SPINDLE",PHOENIX AVIATION CORP.,19,53,0,0,61,"BUSHING, TENSION",2024-09-17 5:04
7105,F_H2164-156.E,"BOLT, LOWER MOUNT",HORIZON ELECTRICAL SYSTEMS,0,100,0,0,9,"HANDLE, LEVER",2024-09-17 5:04
7106,F_H2164-157.E,"SEAL, BEARING N.D.E.",STARLINE AEROSPACE LLC,33,30,0,0,100,"SLEEVE, FASTENER",2024-09-17 5:04
7107,F_161A1212-7.AC,"FRAME, MAIN INSPECTION UNIT",VENTURE AEROSPACE GMBH,0,48,0,0,44,"PLATE, MOUNTING",2024-09-17 5:04
7111,F_01241802-003.02,"CLIP, LOCK",SKYWORKS SOLUTIONS,95,69,0,0,40,"RETAINER, SPRING",2024-09-17 5:04
7115,F_982R067999.J,"WASHER-SPLINED, DRIVE LINK",ATLAS AIR COMPONENTS,0,60,0,0,100,"TUBE, FLOW CONTROL",2024-09-17 5:04
7116,F_002-MDWG-000457.A,"BRACKET, SUPPORT",TERA TECHNOLOGIES LTD.,0,53,0,0,39,"PIN, LOCKING",2024-09-17 5:04
7120,F_01340365-006.01,"ROD, ROTOR",NEXUS AIRCRAFT SYSTEMS,0,56,0,0,72,"ARM, STABILIZER",2024-09-17 5:04
7121,F_C2M4602CA002.A,"WASHER, FIXTURE",PHOENIX AVIATION CORP.,0,93,0,0,15,"CONNECTOR, LINK",2024-09-17 5:04
7122,F_1719595.F,"PANEL, MIDSECTION",VECTOR AEROSPACE LTD.,43,41,0,0,21,"CLAMP, PRESSURE",2024-09-17 5:04
7131,F_AEC757164D1M.A_RWK,OPERATIONS,COSMOS AERONAUTICS INC.,0,26,0,0,15,"COVER, MAIN ASSEMBLY",2024-09-17 5:04
7134,F_01340365-006.01,"GROMMET, BUFFER",SKYLINE AEROSPACE SP. Z O.O.,90,67,0,0,47,"CORE, STATOR",2024-09-17 5:04
7135,F_01340681-001.03,"RETAINER, WASHER",STARLINE AEROSPACE LLC,0,80,0,0,27,"BOLT, UPPER ARM",2024-09-17 5:04
7148,D_6005-80-18.D,"WASHER-SPLINED, DRIVE LINK",PHOENIX AVIATION CORP.,99,90,0,0,77,"GASKET, SEAL N.E.S.",2024-09-17 5:04
7160,F_B1316-05210.C000,"CAP, END STOP",HORIZON ELECTRICAL SYSTEMS,72,51,0,0,49,"FRAME, PRIMARY INSP UNIT",2024-09-17 5:04
7162,F_01340681-001.03,"PLUG, END CAP",AURORA AIR SYSTEMS,0,26,0,0,12,"CLIP, RETENTION",2024-09-17 5:04
7164,F_01140378-009.01,"PIN, ROTOR SHAFT",COSMOS AERONAUTICS INC.,45,60,0,0,31,"DISK, ROTATION",2024-09-17 5:04
7165,F_01340365-006.01,"STUD, ROTOR ALIGNMENT",VECTOR AEROSPACE LTD.,0,47,0,0,48,"RING, FASTENER",2024-09-17 5:04
7167,F_218819.-,"TENSION BUMPER, SIZE 15",AURORA AIR SYSTEMS,80,46,0,0,98,"BRACKET, SUPPORT",2024-09-17 5:04
7172,F_01241871-001.05,"WASHER, SUPPORT",ATLAS AIR COMPONENTS,70,56,0,0,92,"PIN, ALIGNMENT",2024-09-17 5:04
7181,F_272W6160-105.A_RWK,"DOME, UPPER MACHINING",SKYLINE AEROSPACE SP. Z O.O.,21,18,0,0,55,"PLATE, MIDSECTION",2024-09-17 5:04
7182,F_272W6160-106.A_RWK,"RING, LOCKING MECHANISM",NOVA AEROSPACE SYSTEMS,93,75,0,0,63,TASKS,2024-09-17 5:04
7195,F_219327.B,"TUBE, CHAMBER FLOW",VECTOR AEROSPACE LTD.,56,62,0,0,17,"GROMMET, BUFFER",2024-09-17 5:04
7197,F_01140378-009.01,"WASHER, RETENTION PLATE",STARLINE AEROSPACE LLC,42,2,0,0,60,"SEAL, CUSHION",2024-09-17 5:04
7203,F_161A1171-1.AF,"SHAFT, GEAR DRIVE",COSMOS AERONAUTICS INC.,90,88,0,0,99,"CLIP, FIXTURE",2024-09-17 5:04
7204,F_01140365-020.02,"BEARING, PLATE MOUNT",SKYLINE AEROSPACE SP. Z O.O.,0,49,0,0,48,"COVER, ASSEMBLY",2024-09-17 5:04
7205,F_01140365-020.02,"SHAFT, ROTOR ASSEMBLY",NEXUS AIRCRAFT SYSTEMS,0,86,0,0,65,"GEAR, TRANSMISSION",2024-09-17 5:04
7208,F_01140368-018.01,"PLUG, ROTOR SEAL",VENTURE AEROSPACE GMBH,69,70,0,0,52,"MODULE, CONNECTION",2024-09-17 5:04
7214,F_01140378-502.06,"BEARING, LOWER SPINDLE",SKYWORKS SOLUTIONS,0,28,0,0,10,"STUD, ALIGNMENT",2024-09-17 5:04
7219,F_002-MDWG-000455.A,"BRACKET, TORSION LINK",TERA TECHNOLOGIES LTD.,2,96,0,0,96,"CAP, LOCK",2024-09-17 5:04
7222,F_1720801.A,"NUT, BEARING SPACER",VECTOR AEROSPACE LTD.,25,26,0,0,68,"PIN, ANCHOR",2024-09-17 5:04
7233,F_01141825-502.03,"WASHER-SPLINED, ALIGNMENT",NOVA AEROSPACE SYSTEMS,10,56,0,0,22,"SPACER, UPPER BRACE",2024-09-17 5:04
7240,F_AEC54820Y1D2.B,"HOUSING, BEARING COVER",AURORA AIR SYSTEMS,17,100,0,0,57,"ROD, GUIDE",2024-09-17 5:04
7247,F_01141825-502.03,"WASHER, CONTROL FIXTURE",PHOENIX AVIATION CORP.,0,83,0,0,53,"BEARING, SUPPORT",2024-09-17 5:04
7260,D_01600009-011T.01,"PLATE, ROTOR GUIDE",HORIZON ELECTRICAL SYSTEMS,0,71,0,1,16,"SCREW, LOCKING",2024-09-17 5:04
7275,F_001-MDWG-000580.B,"SPRING, ROTOR STABILIZER",STARLINE AEROSPACE LLC,0,12,0,0,7,"RIVET, MOUNTING",2024-09-17 5:04
7283,F_01340368-043.01,"BUSHING, LOWER MOUNT",ATLAS AIR COMPONENTS,10,79,0,0,0,"PLUG, END CAP",2024-09-17 5:04
7339,F_1719897.B,"AXLE, MAIN DRIVE",NOVA AEROSPACE SYSTEMS,0,17,0,0,19,"BRACE, STABILIZER",2024-09-17 5:04
7342,F_002-MDWG-000845.A,"PIN, ROTATION",SKYWORKS SOLUTIONS,0,5,0,0,86,"COUPLER, SHAFT",2024-09-17 5:04
7357,F_002-MDWG-000764.B,"DISK, ROTOR",TERA TECHNOLOGIES LTD.,0,80,0,0,43,"WHEEL, TORSION",2024-09-17 5:04
7364,F_002-MDWG-000457.A,"SLEEVE, MAIN SPINDLE",PHOENIX AVIATION CORP.,0,1,0,0,99,"CONNECTOR, MAIN ASSY",2024-09-17 5:04
7376,F_H2164-156.E,"BOLT, LOWER MOUNT",HORIZON ELECTRICAL SYSTEMS,30,47,0,0,42,"CLAMP, RETENTION",2024-09-17 5:04
7377,F_H2164-157.E,"SEAL, BEARING N.D.E.",STARLINE AEROSPACE LLC,64,10,0,0,21,"LINK, CONTROL",2024-09-17 5:04
7387,F_01365720-003.03,"FRAME, MAIN INSPECTION UNIT",VENTURE AEROSPACE GMBH,55,85,0,0,13,"FLANGE, SEALING",2024-09-17 5:04
7389,F_1009M6154C001.AB,"CLIP, LOCK",SKYWORKS SOLUTIONS,0,30,0,0,36,"BRACKET, MOUNT",2024-09-17 5:04
7397,F_01241815-003.02,"WASHER-SPLINED, DRIVE LINK",ATLAS AIR COMPONENTS,0,88,0,0,30,"GUIDE, SLIDE",2024-09-17 5:04
7403,F_01340681-001.03,"BRACKET, SUPPORT",TERA TECHNOLOGIES LTD.,32,95,0,0,24,"CLIP, HOLDING",2024-09-17 5:04
7408,F_002-MDWG-000457.A,"ROD, ROTOR",NEXUS AIRCRAFT SYSTEMS,0,71,0,0,50,"BRUSH, CONTACT",2024-09-17 5:04
7427,F_01141825-503.01,"WASHER, FIXTURE",PHOENIX AVIATION CORP.,0,49,0,0,28,"TUBE, EXTENSION",2024-09-17 5:04
7431,F_01241871-001.05,"PANEL, MIDSECTION",VECTOR AEROSPACE LTD.,0,34,0,0,69,"SHIELD, PROTECTIVE",2024-09-17 5:04
7433,F_AEC757164D1M.A,OPERATIONS,COSMOS AERONAUTICS INC.,39,85,2,0,92,"BUSHING, INTERLOCK",2024-09-17 5:04
7441,D_46865-3.AD,"GROMMET, BUFFER",SKYLINE AEROSPACE SP. Z O.O.,0,41,0,0,66,"BOLT, TENSION",2024-09-17 5:04
7453,F_01600009-570.01,"RETAINER, WASHER",STARLINE AEROSPACE LLC,0,84,0,0,38,"BRACE, LOWER SUPPORT",2024-09-17 5:04
7455,F_1003M3661C001.B_RWK,"WASHER-SPLINED, DRIVE LINK",PHOENIX AVIATION CORP.,81,62,0,0,63,"HOOK, FASTENER",2024-09-17 5:04
7460,F_1719897.B,"CAP, END STOP",HORIZON ELECTRICAL SYSTEMS,0,45,0,0,19,"PIN, RETENTION",2024-09-17 5:04
7466,F_1004-23300-002.A,"PLUG, END CAP",AURORA AIR SYSTEMS,97,8,0,0,23,"PLATE, LOCKING",2024-09-17 5:04
7467,F_1004-23700-002.A,"PIN, ROTOR SHAFT",COSMOS AERONAUTICS INC.,46,72,0,0,45,"SCREW, TORSION",2024-09-17 5:04
7495,F_01140378-502.06,"STUD, ROTOR ALIGNMENT",VECTOR AEROSPACE LTD.,65,13,0,0,56,"GASKET, FLUID SEAL",2024-09-17 5:04
7498,F_1725730.A,"TENSION BUMPER, SIZE 16",AURORA AIR SYSTEMS,0,82,0,1,59,"KNOB, ADJUSTMENT",2024-09-17 5:04
7500,F_001-MDWG-000587.A,"WASHER, SUPPORT",ATLAS AIR COMPONENTS,3,3,0,0,86,"SPRING, RETURN",2024-09-17 5:04
7519,F_43721-200.A_RWK,"DOME, UPPER MACHINING",SKYLINE AEROSPACE SP. Z O.O.,0,72,0,0,94,"ROD, CONNECTOR",2024-09-17 5:04
7521,F_01241861-001.04,"RING, LOCKING MECHANISM",NOVA AEROSPACE SYSTEMS,0,32,0,0,73,"PAD, CUSHION",2024-09-17 5:04
7525,F_01340681-001.03,"TUBE, CHAMBER FLOW",VECTOR AEROSPACE LTD.,0,47,0,0,63,"STUD, RETAINER",2024-09-17 5:04
7527,D_1009M6221C002.AA,"WASHER, RETENTION PLATE",STARLINE AEROSPACE LLC,0,80,0,0,77,"FRAME, SECONDARY UNIT",2024-09-17 5:04
7538,F_003-MDWG-000065.A,"SHAFT, GEAR DRIVE",COSMOS AERONAUTICS INC.,0,27,0,0,9,"BLADE, ROTARY",2024-09-17 5:04
7545,F_002-MDWG-000764.B,"BEARING, PLATE MOUNT",SKYLINE AEROSPACE SP. Z O.O.,0,35,0,0,16,"CLAMP, ALIGNMENT",2024-09-17 5:04
7546,F_001-MDWG-000579.C,"SHAFT, ROTOR ASSEMBLY",NEXUS AIRCRAFT SYSTEMS,64,96,0,0,34,"RING, SEAL",2024-09-17 5:04
7553,F_003-MDWG-000071.C,"PLUG, ROTOR SEAL",VENTURE AEROSPACE GMBH,99,51,0,0,95,"BEARING, ROTATION",2024-09-17 5:04
7559,F_829592-1.B,"BEARING, LOWER SPINDLE",SKYWORKS SOLUTIONS,0,68,0,0,81,"PANEL, SUPPORT",2024-09-17 5:04
7562,F_001-MDWG-000587.A,"BRACKET, TORSION LINK",TERA TECHNOLOGIES LTD.,69,11,0,0,99,"BUSHING, TENSION",2024-09-17 5:04
7563,F_1003M3661C001.B,"NUT, BEARING SPACER",VECTOR AEROSPACE LTD.,75,85,0,0,80,"HANDLE, LEVER",2024-09-17 5:04
7564,D_6008-80-18.C,"WASHER-SPLINED, ALIGNMENT",NOVA AEROSPACE SYSTEMS,34,85,0,0,16,"SLEEVE, FASTENER",2024-09-17 5:04
7567,F_01241801-003.03,"HOUSING, BEARING COVER",AURORA AIR SYSTEMS,41,1,0,0,46,"PLATE, MOUNTING",2024-09-17 5:04
7578,F_01241802-003.04,"WASHER, CONTROL FIXTURE",PHOENIX AVIATION CORP.,65,52,0,0,37,"RETAINER, SPRING",2024-09-17 5:04
7581,F_001-MDWG-000582.A,"PLATE, ROTOR GUIDE",HORIZON ELECTRICAL SYSTEMS,61,65,0,0,30,"TUBE, FLOW CONTROL",2024-09-17 5:04
7582,F_01365720-003.03,"SPRING, ROTOR STABILIZER",STARLINE AEROSPACE LLC,32,23,0,0,90,"PIN, LOCKING",2024-09-17 5:04
7587,F_001-MDWG-000579.C,"BUSHING, LOWER MOUNT",ATLAS AIR COMPONENTS,0,79,0,0,15,"ARM, STABILIZER",2024-09-17 5:04
7594,F_01241815-003.02,"AXLE, MAIN DRIVE",NOVA AEROSPACE SYSTEMS,0,26,0,0,14,"CONNECTOR, LINK",2024-09-17 5:04
7597,F_AEC0406Y1D1M.B,"PIN, ROTATION",SKYWORKS SOLUTIONS,10,18,0,0,52,"CLAMP, PRESSURE",2024-09-17 5:04
7604,F_1719897.B,"DISK, ROTOR",TERA TECHNOLOGIES LTD.,0,46,0,0,68,"COVER, MAIN ASSEMBLY",2024-09-17 5:04
7605,F_1720801.A,"SLEEVE, MAIN SPINDLE",PHOENIX AVIATION CORP.,28,33,0,0,56,"CORE, STATOR",2024-09-17 5:04
7607,F_ADC44112D211.NC,"BOLT, LOWER MOUNT",HORIZON ELECTRICAL SYSTEMS,5,86,0,0,63,"BOLT, UPPER ARM",2024-09-17 5:04
7612,F_001-MDWG-000582.A,"SEAL, BEARING N.D.E.",STARLINE AEROSPACE LLC,72,76,0,0,65,"GASKET, SEAL N.E.S.",2024-09-17 5:04
7625,F_01340375-008.01,"FRAME, MAIN INSPECTION UNIT",VENTURE AEROSPACE GMBH,0,85,0,0,29,"FRAME, PRIMARY INSP UNIT",2024-09-17 5:04
7636,F_01140378-502.06,"CLIP, LOCK",SKYWORKS SOLUTIONS,0,22,0,0,97,"CLIP, RETENTION",2024-09-17 5:04
7638,F_01241801-003.03_RWK,"WASHER-SPLINED, DRIVE LINK",ATLAS AIR COMPONENTS,78,76,0,0,23,"DISK, ROTATION",2024-09-17 5:04
7639,F_01241802-003.04_RWK,"BRACKET, SUPPORT",TERA TECHNOLOGIES LTD.,0,77,0,0,46,"RING, FASTENER",2024-09-17 5:04
7641,F_AEC757164D1M.A,"ROD, ROTOR",NEXUS AIRCRAFT SYSTEMS,0,66,0,0,54,"BRACKET, SUPPORT",2024-09-17 5:04
7654,F_1719897.B,"WASHER, FIXTURE",PHOENIX AVIATION CORP.,74,61,0,0,82,"PIN, ALIGNMENT",2024-09-17 5:04
7656,F_1725576.A,"PANEL, MIDSECTION",VECTOR AEROSPACE LTD.,58,22,0,0,40,"PLATE, MIDSECTION",2024-09-17 5:04
7660,F_001-MDWG-000582.A,OPERATIONS,COSMOS AERONAUTICS INC.,0,62,0,0,74,TASKS,2024-09-17 5:04
7669,F_01241801-003.03_RWK,"GROMMET, BUFFER",SKYLINE AEROSPACE SP. Z O.O.,14,61,0,0,39,"GROMMET, BUFFER",2024-09-17 5:04
7671,F_1716911.D,"RETAINER, WASHER",STARLINE AEROSPACE LLC,0,80,0,0,29,"SEAL, CUSHION",2024-09-17 5:04
7676,F_623777.B,"WASHER-SPLINED, DRIVE LINK",PHOENIX AVIATION CORP.,1,2,0,0,78,"CLIP, FIXTURE",2024-09-17 5:04
7677,F_623777-200.B,"CAP, END STOP",HORIZON ELECTRICAL SYSTEMS,53,74,2,0,49,"COVER, ASSEMBLY",2024-09-17 5:04
7680,F_H2164-157.E,"PLUG, END CAP",AURORA AIR SYSTEMS,0,24,0,0,42,"GEAR, TRANSMISSION",2024-09-17 5:04
7690,F_1720801.A,"PIN, ROTOR SHAFT",COSMOS AERONAUTICS INC.,0,46,0,0,28,"MODULE, CONNECTION",2024-09-17 5:04
7692,F_01241871-001.05,"STUD, ROTOR ALIGNMENT",VECTOR AEROSPACE LTD.,22,23,0,0,94,"STUD, ALIGNMENT",2024-09-17 5:04
7693,F_01340345-006.01_RWK,"TENSION BUMPER, SIZE 17",AURORA AIR SYSTEMS,88,12,0,0,57,"CAP, LOCK",2024-09-17 5:04
7701,F_001-MDWG-000579.C,"WASHER, SUPPORT",ATLAS AIR COMPONENTS,95,56,0,0,0,"PIN, ANCHOR",2024-09-17 5:04
7705,F_01241802-003.04_RWK,"DOME, UPPER MACHINING",SKYLINE AEROSPACE SP. Z O.O.,0,79,0,0,69,"SPACER, UPPER BRACE",2024-09-17 5:04
7709,D_1003M3267C001.AA,"RING, LOCKING MECHANISM",NOVA AEROSPACE SYSTEMS,93,66,0,0,33,"ROD, GUIDE",2024-09-17 5:04
7722,F_2020826-09.11,"TUBE, CHAMBER FLOW",VECTOR AEROSPACE LTD.,0,5,0,0,14,"BEARING, SUPPORT",2024-09-17 5:04
7723,F_982R067999.J,"WASHER, RETENTION PLATE",STARLINE AEROSPACE LLC,0,44,0,0,26,"SCREW, LOCKING",2024-09-17 5:04
7729,F_162A1415-2.AG,"SHAFT, GEAR DRIVE",COSMOS AERONAUTICS INC.,14,58,0,0,78,"RIVET, MOUNTING",2024-09-17 5:04
7731,F_162A1415-2.AG,"BEARING, PLATE MOUNT",SKYLINE AEROSPACE SP. Z O.O.,0,3,0,0,41,"PLUG, END CAP",2024-09-17 5:04
7739,F_002-MDWG-000845.A,"SHAFT, ROTOR ASSEMBLY",NEXUS AIRCRAFT SYSTEMS,0,57,0,2,57,"BRACE, STABILIZER",2024-09-17 5:04
7741,F_829537.-,"PLUG, ROTOR SEAL",VENTURE AEROSPACE GMBH,0,67,0,0,12,"COUPLER, SHAFT",2024-09-17 5:04
7751,F_2143M5425-1.AB,"BEARING, LOWER SPINDLE",SKYWORKS SOLUTIONS,0,2,0,0,29,"WHEEL, TORSION",2024-09-17 5:04
7753,F_1719595.F,"BRACKET, TORSION LINK",TERA TECHNOLOGIES LTD.,0,6,0,0,36,"CONNECTOR, MAIN ASSY",2024-09-17 5:04
7768,F_161A1162-1.AC,"NUT, BEARING SPACER",VECTOR AEROSPACE LTD.,60,72,0,0,46,"CLAMP, RETENTION",2024-09-17 5:04
