wo_num,in_quality,part_num,description,qty,date,progress,mrb,mrb_qty,mrb_date,timestamp
7088,2,F_01385055-531.04,"ROD, ROTOR",1,2022-12-29,25/26,FALSE,0,N/A,2024-09-19 7:14
7090,0,F_B1316-08475.A001,"WASHER, FIXTURE",N/A,N/A,N/A,TRUE,1,09/13/2022 15:52:53,2024-09-19 7:14
7094,1,F_001-MDWG-000579.D,"PANEL, MIDSECTION",1,2022-08-14,13/20,TRUE,1,07/25/2022 16:12:59,2024-09-19 7:14
7095,2,F_002-MDWG-000764.B,OPERATIONS,10,No Completion Confirmation,08-Mar,FALSE,0,N/A,2024-09-19 7:14
7096,0,F_001-MDWG-000579.D,"GROMMET, BUFFER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7097,0,F_002-MDWG-000764.B,"RETAINER, WASHER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7098,0,F_844233.-,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7100,0,F_04P512846-7.A001,"CAP, END STOP",N/A,N/A,N/A,TRUE,1,10/06/2022 09:44:02,2024-09-19 7:14
7102,0,F_114L2353-1LP.G,"PLUG, END CAP",N/A,N/A,N/A,TRUE,1,06/28/2022 15:53:59,2024-09-19 7:14
7103,0,F_002-MDWG-000845.A,"PIN, ROTOR SHAFT",N/A,N/A,N/A,TRUE,1,08/09/2022 15:10:40,2024-09-19 7:14
7105,0,F_001-MDWG-000587.A,"STUD, ROTOR ALIGNMENT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7106,2,D_161A2118-2.AC,"TENSION BUMPER, SIZE 10",1,2024-02-20,10-Sep,FALSE,0,N/A,2024-09-19 7:14
7107,0,F_43721-200.A,"WASHER, SUPPORT",N/A,N/A,N/A,TRUE,4,10/06/2022 19:32:39,2024-09-19 7:14
7111,2,F_01141825-502.03_RWK,"DOME, UPPER MACHINING",3,2022-09-29,20/25,FALSE,0,N/A,2024-09-19 7:14
7115,0,F_01241861-001.06,"RING, LOCKING MECHANISM",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7116,0,F_2144M5231-2.AB,"TUBE, CHAMBER FLOW",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7120,0,F_006-MDWG-000040.F,"WASHER, RETENTION PLATE",N/A,N/A,N/A,TRUE,1,08/29/2022 10:33:57,2024-09-19 7:14
7121,0,D_161W1308-1.1,"SHAFT, GEAR DRIVE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7122,0,D_B1316-06035.B000,"BEARING, PLATE MOUNT",N/A,N/A,N/A,TRUE,1,11/02/2022 10:56:06,2024-09-19 7:14
7131,2,D_B1316-06035.B000,"SHAFT, ROTOR ASSEMBLY",1,2023-03-16,05-Apr,FALSE,0,N/A,2024-09-19 7:14
7134,2,F_003-MDWG-000065.A,"PLUG, ROTOR SEAL",2,2023-06-09,21/27,FALSE,0,N/A,2024-09-19 7:14
7135,1,F_01385055-526.05_RWK,"BEARING, LOWER SPINDLE",4,2022-09-19,20/27,FALSE,0,N/A,2024-09-19 7:14
7148,0,F_001-MDWG-000580.B,"BRACKET, TORSION LINK",N/A,N/A,N/A,TRUE,1,08/19/2022 08:01:06,2024-09-19 7:14
7160,0,F_7003036.E,"NUT, BEARING SPACER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7162,0,F_7006527.A,"WASHER-SPLINED, ALIGNMENT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7164,0,F_1720801.A,"HOUSING, BEARING COVER",N/A,N/A,N/A,TRUE,1,10/28/2022 11:45:00,2024-09-19 7:14
7165,2,F_982R067999.J,"WASHER, CONTROL FIXTURE",1,2023-01-13,21/27,FALSE,0,N/A,2024-09-19 7:14
7167,0,F_142925+.C,"PLATE, ROTOR GUIDE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7172,0,F_142924+.C,"SPRING, ROTOR STABILIZER",N/A,N/A,N/A,TRUE,7,11/18/2022 13:19:33,2024-09-19 7:14
7181,2,F_C1M5809LA002.A,"BUSHING, LOWER MOUNT",11,No Completion Confirmation,13-Nov,FALSE,0,N/A,2024-09-19 7:14
7182,2,F_01763873-001.03,"AXLE, MAIN DRIVE",2,No Completion Confirmation,13-Nov,FALSE,0,N/A,2024-09-19 7:14
7195,0,F_01385055-531.04,"PIN, ROTATION",N/A,N/A,N/A,TRUE,2,10/19/2022 13:34:17,2024-09-19 7:14
7197,2,F_04P512839-7.A001,"DISK, ROTOR",1,2022-11-24,17/22,FALSE,0,N/A,2024-09-19 7:14
7203,2,F_01600050-005.08,"SLEEVE, MAIN SPINDLE",3,2022-11-27,13-Aug,FALSE,0,N/A,2024-09-19 7:14
7204,2,F_219075.C,"BOLT, LOWER MOUNT",4,2023-02-06,14/20,FALSE,0,N/A,2024-09-19 7:14
7205,0,F_H2164-156.E,"SEAL, BEARING N.D.E.",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7208,0,F_H2164-157.E,"FRAME, MAIN INSPECTION UNIT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7214,0,F_01385055-526.06,"CLIP, LOCK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7219,2,F_ADC73220Y5D2.A,"WASHER-SPLINED, DRIVE LINK",1,2022-09-12,09-Aug,FALSE,0,N/A,2024-09-19 7:14
7222,0,F_00555000-004.02,"BRACKET, SUPPORT",N/A,N/A,N/A,TRUE,1,09/14/2022 13:30:41,2024-09-19 7:14
7233,0,F_001-MDWG-000582.A,"ROD, ROTOR",N/A,N/A,N/A,TRUE,1,11/04/2022 14:30:15,2024-09-19 7:14
7240,0,F_721Z3394-55.A,"WASHER, FIXTURE",N/A,N/A,N/A,TRUE,4,08/12/2022 08:44:09,2024-09-19 7:14
7247,0,F_01385055-526.04_RWK,"PANEL, MIDSECTION",N/A,N/A,N/A,TRUE,3,10/26/2022 14:03:36,2024-09-19 7:14
7260,0,F_01385055-526.05,OPERATIONS,N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7275,0,F_001-MDWG-000583.A,"GROMMET, BUFFER",N/A,N/A,N/A,TRUE,2,08/26/2022 07:24:39,2024-09-19 7:14
7283,2,F_850242.C,"RETAINER, WASHER",8,2023-02-06,25/26,FALSE,0,N/A,2024-09-19 7:14
7339,0,F_219327.B,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,TRUE,1,05/24/2023 13:37:43,2024-09-19 7:14
7342,0,F_11234401-011.02,"CAP, END STOP",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7357,0,F_ADC757163D2.-,"PLUG, END CAP",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7364,0,F_725Z1622-9.A,"PIN, ROTOR SHAFT",N/A,N/A,N/A,TRUE,3,09/26/2022 08:19:20,2024-09-19 7:14
7376,0,F_725Z1622-9.A,"STUD, ROTOR ALIGNMENT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7377,0,F_01600050-015DEV.03,"TENSION BUMPER, SIZE 11",N/A,N/A,N/A,TRUE,1,11/10/2022 08:19:24,2024-09-19 7:14
7387,0,F_01600050-015.02,"WASHER, SUPPORT",N/A,N/A,N/A,TRUE,2,11/29/2022 08:34:15,2024-09-19 7:14
7389,0,F_01600050-015.02,"DOME, UPPER MACHINING",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7397,0,F_43721-200.A,"AXLE, MAIN DRIVE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7403,1,F_B1316-06022.C001,"PIN, ROTATION",1,2023-07-18,20/27,FALSE,0,N/A,2024-09-19 7:14
7408,0,F_04P513455-7.A001,"DISK, ROTOR",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7427,0,D_B1316-05667.A001,"SLEEVE, MAIN SPINDLE",N/A,N/A,N/A,TRUE,1,09/27/2022 10:52:44,2024-09-19 7:14
7431,0,F_11234401-011.03,"BOLT, LOWER MOUNT",N/A,N/A,N/A,TRUE,1,12/14/2022 14:53:26,2024-09-19 7:14
7433,0,F_11234402-011.04,"SEAL, BEARING N.D.E.",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7441,0,F_11234401-017.02,"FRAME, MAIN INSPECTION UNIT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7453,0,F_ADC44112D21.E,"CLIP, LOCK",N/A,N/A,N/A,TRUE,4,10/14/2022 09:24:32,2024-09-19 7:14
7455,0,F_001-MDWG-000580.B,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,TRUE,1,10/20/2022 07:43:49,2024-09-19 7:14
7460,0,D_1003M3266C001.AD,"BRACKET, SUPPORT",N/A,N/A,N/A,TRUE,2,01/27/2023 10:29:06,2024-09-19 7:14
7466,0,F_7003036.E,"ROD, ROTOR",N/A,N/A,N/A,TRUE,1,11/11/2022 13:55:48,2024-09-19 7:14
7467,0,F_01340361-109.02,"WASHER, FIXTURE",N/A,N/A,N/A,TRUE,1,11/16/2022 10:02:03,2024-09-19 7:14
7495,0,F_08P517835-7.A001,"PANEL, MIDSECTION",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7498,0,F_002-MDWG-000845.A,OPERATIONS,N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7500,0,D_46865-3.AD,"GROMMET, BUFFER",N/A,N/A,N/A,TRUE,1,06/05/2023 15:30:33,2024-09-19 7:14
7519,0,F_Y41590A-00.02,"RETAINER, WASHER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7521,2,F_Y41589A-00.02,"WASHER-SPLINED, DRIVE LINK",2,2023-02-22,27/28,FALSE,0,N/A,2024-09-19 7:14
7525,0,F_43721-200.A,"CAP, END STOP",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7527,0,F_AEC757164D1M.A,"PLUG, END CAP",N/A,N/A,N/A,TRUE,2,12/20/2022 07:32:50,2024-09-19 7:14
7538,2,F_Y45973A-00.04,"PIN, ROTOR SHAFT",2,2022-12-09,17/18,FALSE,0,N/A,2024-09-19 7:14
7545,0,F_01732800-002.03,"STUD, ROTOR ALIGNMENT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7546,0,F_982R067999.J,"TENSION BUMPER, SIZE 7",N/A,N/A,N/A,TRUE,1,12/02/2022 12:09:48,2024-09-19 7:14
7553,0,F_11234401-011.02,"WASHER, SUPPORT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7559,0,F_11234401-011.02,"DOME, UPPER MACHINING",N/A,N/A,N/A,TRUE,2,12/09/2022 12:14:08,2024-09-19 7:14
7562,0,F_1075377.V05,"RING, LOCKING MECHANISM",N/A,N/A,N/A,TRUE,1,11/30/2022 13:47:22,2024-09-19 7:14
7563,0,F_04P513455-7.A001,"TUBE, CHAMBER FLOW",N/A,N/A,N/A,TRUE,8,10/20/2022 13:29:43,2024-09-19 7:14
7564,0,F_01854707-001.02,"WASHER, RETENTION PLATE",N/A,N/A,N/A,TRUE,3,12/01/2022 08:50:56,2024-09-19 7:14
7567,2,F_01340345-006.03,"SHAFT, GEAR DRIVE",1,2022-10-28,12-Jul,FALSE,0,N/A,2024-09-19 7:14
7578,0,F_001-MDWG-000579.D,"BEARING, PLATE MOUNT",N/A,N/A,N/A,TRUE,2,12/15/2022 16:53:00,2024-09-19 7:14
7581,0,F_001-MDWG-000582.A,"SHAFT, ROTOR ASSEMBLY",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7582,2,F_11234402-011.04,"PLUG, ROTOR SEAL",2,2023-02-14,17/23,FALSE,0,N/A,2024-09-19 7:14
7587,0,F_AEC757164D1M.A,"BEARING, LOWER SPINDLE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7594,0,F_2143M5425-1.AB,"BRACKET, TORSION LINK",N/A,N/A,N/A,TRUE,6,04/25/2023 12:01:32,2024-09-19 7:14
7597,0,F_002-MDWG-000461.A,"NUT, BEARING SPACER",N/A,N/A,N/A,TRUE,2,01/24/2023 19:20:13,2024-09-19 7:14
7604,0,F_002-MDWG-000464.A,"WASHER-SPLINED, ALIGNMENT",N/A,N/A,N/A,TRUE,1,11/23/2022 09:36:01,2024-09-19 7:14
7605,0,F_01732800-002.03,"HOUSING, BEARING COVER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7607,0,F_11234402-011.03,"WASHER, CONTROL FIXTURE",N/A,N/A,N/A,TRUE,1,11/03/2022 09:58:20,2024-09-19 7:14
7612,0,F_11234402-011.03,"PLATE, ROTOR GUIDE",N/A,N/A,N/A,TRUE,1,11/30/2022 13:21:00,2024-09-19 7:14
7625,2,F_01340365-005.02,"SPRING, ROTOR STABILIZER",2,2023-05-30,18/23,FALSE,0,N/A,2024-09-19 7:14
7636,0,F_AEC757164D1M.A,"BUSHING, LOWER MOUNT",N/A,N/A,N/A,TRUE,2,04/12/2023 11:09:05,2024-09-19 7:14
7638,1,F_04P512846-7.A001,"AXLE, MAIN DRIVE",24,2022-11-07,20-Feb,TRUE,11,01/13/2023 13:13:06,2024-09-19 7:14
7639,1,F_11234402-017.03,"PIN, ROTATION",6,2022-11-07,20-Feb,TRUE,6,01/13/2023 13:28:04,2024-09-19 7:14
7641,0,F_51309-1.AD,"DISK, ROTOR",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7654,0,F_11234401-017.02,"SLEEVE, MAIN SPINDLE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7656,0,F_11234401-017.02,"BOLT, LOWER MOUNT",N/A,N/A,N/A,TRUE,1,12/19/2022 14:31:45,2024-09-19 7:14
7660,2,F_002-MDWG-000764.B,"SEAL, BEARING N.D.E.",1,2022-12-13,14-Jun,FALSE,0,N/A,2024-09-19 7:14
7669,0,F_01813899-001.03,"FRAME, MAIN INSPECTION UNIT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7671,0,F_01340368-043.05,"CLIP, LOCK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7676,0,F_002-MDWG-000764.B,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7677,0,F_AEC757164D1M.A,"BRACKET, SUPPORT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7680,0,F_H2164-159.B,"ROD, ROTOR",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7690,2,F_003-MDWG-000065.A,"WASHER, FIXTURE",2,2024-04-01,13/32,FALSE,0,N/A,2024-09-19 7:14
7692,0,F_01241801-003.04,"PANEL, MIDSECTION",N/A,N/A,N/A,TRUE,1,01/19/2023 14:15:43,2024-09-19 7:14
7693,0,F_Y46099A-00.02,OPERATIONS,N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7701,0,F_Y46117A-00.02,"GROMMET, BUFFER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7705,0,F_51212-1.AD,"RETAINER, WASHER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7709,0,F_11234402-017.03,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,TRUE,2,12/28/2022 15:29:04,2024-09-19 7:14
7722,0,F_01140378-013.02,"CAP, END STOP",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7723,2,F_161A1216-1.AD,"PLUG, END CAP",1,2023-07-06,15/16,FALSE,0,N/A,2024-09-19 7:14
7729,0,F_002-MDWG-000457.A,"PIN, ROTOR SHAFT",N/A,N/A,N/A,TRUE,34,01/04/2023 18:50:30,2024-09-19 7:14
7731,2,F_002-MDWG-000457.A,"STUD, ROTOR ALIGNMENT",1,2022-12-22,12-Jun,FALSE,0,N/A,2024-09-19 7:14
7739,0,F_001-MDWG-000583.A,"TENSION BUMPER, SIZE 8",N/A,N/A,N/A,TRUE,1,01/27/2023 13:15:30,2024-09-19 7:14
7741,0,F_00392971-004.C,"WASHER, SUPPORT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7751,0,F_00392971-001.D,"DOME, UPPER MACHINING",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7753,0,F_01759348-010.04,"RING, LOCKING MECHANISM",N/A,N/A,N/A,TRUE,11,02/07/2023 12:15:57,2024-09-19 7:14
7768,0,F_01600050-015.03,"TUBE, CHAMBER FLOW",N/A,N/A,N/A,TRUE,1,05/04/2023 16:00:54,2024-09-19 7:14
7773,0,F_1118099.V04,"WASHER, RETENTION PLATE",N/A,N/A,N/A,TRUE,1,01/18/2023 16:04:15,2024-09-19 7:14
7776,0,F_001-MDWG-000582.A,"SHAFT, GEAR DRIVE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7783,2,F_01732800-002.02,"BEARING, PLATE MOUNT",40,2024-06-13,21/29,FALSE,0,N/A,2024-09-19 7:14
7787,2,F_01732800-002.02,"SHAFT, ROTOR ASSEMBLY",1,2023-06-30,13-Dec,FALSE,0,N/A,2024-09-19 7:14
7791,2,F_01732800-002.02,"PLUG, ROTOR SEAL",1,2023-05-09,17/23,FALSE,0,N/A,2024-09-19 7:14
7800,0,F_01241860-108.02,"BEARING, LOWER SPINDLE",N/A,N/A,N/A,TRUE,1,01/25/2023 10:20:38,2024-09-19 7:14
7802,0,F_11234401-017.03,"BRACKET, TORSION LINK",N/A,N/A,N/A,TRUE,3,02/01/2023 11:08:20,2024-09-19 7:14
7803,1,F_ADC757163D2.-,"NUT, BEARING SPACER",1,2023-02-10,14-Jun,FALSE,0,N/A,2024-09-19 7:14
7810,0,F_01241870-104.04,"WASHER-SPLINED, ALIGNMENT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7811,0,F_01241880-102.03,"HOUSING, BEARING COVER",N/A,N/A,N/A,TRUE,26,11/27/2023 12:15:44,2024-09-19 7:14
7812,0,F_01241890-103.02,"WASHER, CONTROL FIXTURE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7814,0,F_11234402-017.03,"PLATE, ROTOR GUIDE",N/A,N/A,N/A,TRUE,1,02/14/2023 16:01:34,2024-09-19 7:14
7818,0,F_04P512846-7.A000,"SPRING, ROTOR STABILIZER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7850,0,F_04P512846-7.A000,"BUSHING, LOWER MOUNT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7854,0,F_04P512846-7.A000,"AXLE, MAIN DRIVE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7873,0,F_04P512846-7.A000,"PIN, ROTATION",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7881,0,F_003-MDWG-000065.A,"DISK, ROTOR",N/A,N/A,N/A,TRUE,1,02/22/2023 09:55:48,2024-09-19 7:14
7891,0,F_003-MDWG-000065.A,"SLEEVE, MAIN SPINDLE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7907,0,F_11234402-017.02,"BOLT, LOWER MOUNT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7912,0,F_11234402-017.02,"SEAL, BEARING N.D.E.",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7915,2,F_11234402-017.02,"FRAME, MAIN INSPECTION UNIT",1,2023-06-23,13/14,FALSE,0,N/A,2024-09-19 7:14
7919,0,F_7003036.E,"CLIP, LOCK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
7926,0,F_7003036.E,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,TRUE,1,07/11/2023 14:22:17,2024-09-19 7:14
7943,2,F_01340365-005.02,"BRACKET, SUPPORT",1,2023-04-04,13/19,FALSE,0,N/A,2024-09-19 7:14
7991,0,F_1719595.F,"ROD, ROTOR",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8003,1,F_1719897.B,"WASHER, FIXTURE",1,2023-03-29,13/20,FALSE,0,N/A,2024-09-19 7:14
8009,1,F_01759348-010.04,"PANEL, MIDSECTION",10,2023-04-24,13/37,FALSE,0,N/A,2024-09-19 7:14
8016,1,F_11234402-011.03,OPERATIONS,1,2023-03-29,13/20,FALSE,0,N/A,2024-09-19 7:14
8022,0,F_11234402-011.03,"GROMMET, BUFFER",N/A,N/A,N/A,TRUE,1,04/04/2023 11:37:57,2024-09-19 7:14
8038,0,F_11234402-011.03,"RETAINER, WASHER",N/A,N/A,N/A,TRUE,2,03/17/2023 15:38:43,2024-09-19 7:14
8051,0,F_002-MDWG-000764.B,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8060,1,F_01340368-043.05,"CAP, END STOP",5,2023-02-27,08-Feb,FALSE,0,N/A,2024-09-19 7:14
8062,0,F_B1316-06022.C002,"PLUG, END CAP",N/A,N/A,N/A,TRUE,1,02/27/2023 10:41:17,2024-09-19 7:14
8064,0,F_002-MDWG-000461.A,"PIN, ROTOR SHAFT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8073,0,F_01241801-003.05,"STUD, ROTOR ALIGNMENT",N/A,N/A,N/A,TRUE,1,07/14/2023 15:31:49,2024-09-19 7:14
8087,0,F_01385055-526.07,"TENSION BUMPER, SIZE 9",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8102,0,F_2143M6508-3M1.AA,"WASHER, SUPPORT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8104,0,F_87P528225-7.A000-PRE,"DOME, UPPER MACHINING",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8105,0,F_1719897.B,"RING, LOCKING MECHANISM",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8111,0,F_01600018-570.03,"TUBE, CHAMBER FLOW",N/A,N/A,N/A,TRUE,1,07/31/2023 11:02:38,2024-09-19 7:14
8112,0,D_T-8669-2552-10.03,"WASHER, RETENTION PLATE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8136,0,F_982R067999.J,"SHAFT, GEAR DRIVE",N/A,N/A,N/A,TRUE,1,04/12/2023 11:32:02,2024-09-19 7:14
8143,2,D_T-8669-2550-42.A,"BEARING, PLATE MOUNT",1,2023-05-29,21/27,FALSE,0,N/A,2024-09-19 7:14
8152,0,D_T-8669-2550-43.A,"SHAFT, ROTOR ASSEMBLY",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8158,0,D_T-8669-3048-00.A,"PLUG, ROTOR SEAL",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8169,0,F_982R067999.J,"BEARING, LOWER SPINDLE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8172,2,D_T-8669-2550-32.A,"BRACKET, TORSION LINK",1,2023-07-06,13-Mar,FALSE,0,N/A,2024-09-19 7:14
8177,0,D_T-8669-2553-30.03,"NUT, BEARING SPACER",N/A,N/A,N/A,TRUE,7,09/22/2023 14:47:58,2024-09-19 7:14
8184,2,F_ADC757163D2.-,"WASHER-SPLINED, ALIGNMENT",3,2023-05-12,14-Aug,FALSE,0,N/A,2024-09-19 7:14
8194,0,F_ADC73220Y5D2.A,"HOUSING, BEARING COVER",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8195,0,F_1726367.-,"WASHER, CONTROL FIXTURE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8207,0,F_2144M5296-3.AD,"PLATE, ROTOR GUIDE",N/A,N/A,N/A,TRUE,1,04/11/2023 13:30:00,2024-09-19 7:14
8216,2,D_T-8669-2550-02.A,"SPRING, ROTOR STABILIZER",3,2023-07-11,14-Sep,FALSE,0,N/A,2024-09-19 7:14
8230,0,F_1201-23102-801.-,"BUSHING, LOWER MOUNT",N/A,N/A,N/A,TRUE,1,07/18/2023 10:47:28,2024-09-19 7:14
8232,0,F_01340377-002.05,"AXLE, MAIN DRIVE",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8233,0,F_003-MDWG-000071.C,"PIN, ROTATION",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8234,2,F_01385055-526.07,"DISK, ROTOR",1,2023-04-05,03-Feb,FALSE,0,N/A,2024-09-19 7:14
8238,0,F_001-MDWG-000582.A,"SLEEVE, MAIN SPINDLE",N/A,N/A,N/A,TRUE,3,08/21/2023 08:57:39,2024-09-19 7:14
8243,0,F_01141825-506.03,"BOLT, LOWER MOUNT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8258,0,F_01600018-570.03,"SEAL, BEARING N.D.E.",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8265,1,F_11234402-001-NPI.03,"FRAME, MAIN INSPECTION UNIT",5,2024-03-08,20/29,FALSE,0,N/A,2024-09-19 7:14
8267,1,F_01141825-502.05,"CLIP, LOCK",4,2024-04-30,24-Sep,FALSE,0,N/A,2024-09-19 7:14
8271,1,F_001-MDWG-000582.A,"WASHER-SPLINED, DRIVE LINK",17,2023-12-11,23-Aug,FALSE,0,N/A,2024-09-19 7:14
8290,2,D_B1316-06035.B002,"BRACKET, SUPPORT",2,2023-05-31,15-Jul,FALSE,0,N/A,2024-09-19 7:14
8291,0,F_002-MDWG-000764.B,"ROD, ROTOR",N/A,N/A,N/A,TRUE,1,12/22/2023 10:38:04,2024-09-19 7:14
8306,0,F_B1316-08475.A000,"WASHER, FIXTURE",N/A,N/A,N/A,TRUE,12,05/23/2023 11:41:48,2024-09-19 7:14
8307,2,F_B1316-08475.A000,"PANEL, MIDSECTION",5,2023-10-03,15-Jul,FALSE,0,N/A,2024-09-19 7:14
8308,0,F_AEC755164D1M.A_RWK,OPERATIONS,N/A,N/A,N/A,TRUE,1,07/28/2023 08:49:17,2024-09-19 7:14
8311,0,F_01241871-001.08,"GROMMET, BUFFER",N/A,N/A,N/A,TRUE,2,07/27/2023 07:53:44,2024-09-19 7:14
8312,2,F_11234401-001-NPI.03,"RETAINER, WASHER",6,2023-08-10,21/28,FALSE,0,N/A,2024-09-19 7:14
8318,0,F_01732800-002-NPI.04,"WASHER-SPLINED, DRIVE LINK",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8319,1,F_003-MDWG-000065.A,"CAP, END STOP",2,2023-09-25,13/32,FALSE,0,N/A,2024-09-19 7:14
8322,0,F_01340681-001.06,"PLUG, END CAP",N/A,N/A,N/A,TRUE,1,05/24/2023 07:57:31,2024-09-19 7:14
8330,0,F_001-MDWG-000579.D,"PIN, ROTOR SHAFT",N/A,N/A,N/A,TRUE,1,08/21/2023 13:33:37,2024-09-19 7:14
8332,0,F_01340368-043.06,"STUD, ROTOR ALIGNMENT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8346,0,F_982R067999.J,"TENSION BUMPER, SIZE 10",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8358,0,F_01241861-001.05,"WASHER, SUPPORT",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8360,0,F_01241861-001.05,"DOME, UPPER MACHINING",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8373,0,F_01141825-502.03_RWK,"RING, LOCKING MECHANISM",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
8390,0,F_Y45973A-00.05,"TUBE, CHAMBER FLOW",N/A,N/A,N/A,FALSE,0,N/A,2024-09-19 7:14
